word	age of acquisition
prejudicial	6.52
prestigiante	8.24
problemático	6.73
prodigioso	8.18
prodigioso	8.18
profissional	6.84
proporcional	7.43
recomendável	7.88
recuperável	7.7
repetitivo	5.58
retrospectivo	8.72
satisfatório	6.65
silencioso	4.9
sintomático	8.31
sistemático	8.16
socialista	7.83
suficiente	5.27
superficial	7.37
surpreendente	7.64
tecnológico	6.68
tranquilizador	7.77
unilateral	7.96
utilitário	7.14
vegetativo	7.0
bem	2.19
mais	2.14
não	1.18
sim	1.23
só	3.54
depois	2.64
mesmo	3.3
muito	1.73
quando	2.45
agora	2.2
apenas	6.18
diante	6.4
certamente	6.6
entretanto	5.96
facilmente	5.16
finalmente	5.34
igualmente	5.98
realmente	6.38
simplesmente	6.67
totalmente	6.38
antigamente	5.33
concretamente	7.16
expressamente	8.26
extremamente	6.7
injustamente	6.92
mundialmente	6.32
naturalmente	6.32
obviamente	6.82
parcialmente	7.32
demasiado	6.03
devidamente	6.43
exactamente	6.1
possivelmente	6.82
recentemente	6.74
regularmente	7.19
tipicamente	7.14
